,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn,T_out_star,V_static_star,dV_static_star,dV_dynamic_star,dTout_WL,V_star
23,23,23,23,23,23,23,23,2021年10月29日10时07分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.51450538635254,0.1731423586606979,13.51450538635254,14.68968105316162,15.998132705688477,13.568981170654297,0.0001840000040829,0.0001840000040829,13.51450538635254,16.158649444580078,14.248991012573242,15.13037109375,13.51450538635254,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1731423586606979,13.51450538635254,14.68968105316162,13.51450538635254,14.10209321975708,0.0,0.204425,0.0,0.0,0.0,0.2937936782836914,0.0001840000040829,0.0001840000040829,1.331637781688761,1.4397196490040938,1.4181101144748576,1.258555907485174,13.808299541473389,1.2586848427321335,0.0,0.0,0.2151100452258081,0.0002700294203617
24,24,24,24,24,24,24,24,2021年10月29日10时08分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.80829906463623,0.1731423586606979,13.51450538635254,14.68968105316162,16.074642181396484,13.568981170654297,0.0001840000040829,0.0001840000040829,12.926918983459473,16.158649444580078,14.248991012573242,15.13037109375,13.220711708068848,14.248991012573242,16.305545806884766,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1731423586606979,13.80829906463623,14.68968105316162,13.51450538635254,14.10209321975708,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.331637781688761,1.4397196490040938,1.4181101144748576,1.2584269775692454,14.10209321975708,1.2584269775692454,-4.834841631962128e-05,4.834841631962128e-05,0.0295059156606072,0.0002700294203617
25,25,25,25,25,25,25,25,2021年10月29日10时08分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.80829906463623,0.1747092753648758,13.51450538635254,14.248991012573242,16.093769073486328,13.626361846923828,0.0001840000040829,0.0001840000040829,13.220711708068848,16.158649444580078,14.248991012573242,15.13037109375,13.51450538635254,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1747092753648758,13.80829906463623,14.248991012573242,13.51450538635254,13.88174819946289,0.0,0.204425,0.0,0.0,0.0,-0.2203450202941894,0.0001840000040829,0.0001840000040829,1.3334868128915385,1.444511699711803,1.4204462022700857,1.2585236744018844,14.10209321975708,1.2584269775692454,-0.00012893258144397457,0.00012893258144397457,-0.0872959868312346,0.0002700294203617
26,26,26,26,26,26,26,26,2021年10月29日10时08分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.51450538635254,0.1751009970903396,13.51450538635254,14.68968105316162,16.132022857666016,13.626361846923828,0.0001840000040829,0.0001840000040829,13.51450538635254,16.158649444580078,13.955196380615234,15.424164772033691,13.220711708068848,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1751009970903396,13.51450538635254,14.68968105316162,13.51450538635254,14.10209321975708,0.0,0.204425,0.0,0.0,0.0,0.2203450202941894,0.0001840000040829,0.0001840000040829,1.331637781688761,1.4397196490040938,1.4181101144748576,1.258555907485174,13.88174819946289,1.258652608315826,0.00011281537329033142,-0.00011281537329033142,0.2325561623715764,0.0002700294203617
27,27,27,27,27,27,27,27,2021年10月29日10时09分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.80829906463623,0.1751009970903396,13.51450538635254,14.68968105316162,16.132022857666016,13.664616584777832,0.0001840000040829,0.0001840000040829,13.51450538635254,16.158649444580078,14.248991012573242,15.424164772033691,13.220711708068848,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1751009970903396,13.80829906463623,14.68968105316162,13.51450538635254,14.10209321975708,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.331637781688761,1.4397196490040938,1.4181101144748576,1.2584269775692454,14.10209321975708,1.2584269775692454,0.0,0.0,0.0040728076775575,0.0002700294203617
28,28,28,28,28,28,28,28,2021年10月29日10时09分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.80829906463623,0.1766678988933563,13.51450538635254,14.39588737487793,16.18940544128418,13.664616584777832,0.0001840000040829,0.0001840000040829,13.220711708068848,16.452442169189453,14.248991012573242,15.13037109375,13.220711708068848,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1766678988933563,13.80829906463623,14.39588737487793,13.51450538635254,13.955196380615234,0.0,0.204425,0.0,0.0,0.0,-0.1468968391418457,0.0001840000040829,0.0001840000040829,1.332865921517038,1.4429062166734867,1.419663729251699,1.2584914418610014,14.10209321975708,1.2584269775692454,-0.00011281537329033142,0.00011281537329033142,0.0393097039105772,0.0002700294203617
29,29,29,29,29,29,29,29,2021年10月29日10时09分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.80829906463623,0.1766678988933563,13.51450538635254,14.39588737487793,16.265914916992188,13.72199821472168,0.0001840000040829,0.0001840000040829,13.51450538635254,16.158649444580078,14.248991012573242,15.424164772033691,13.220711708068848,14.39588737487793,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1766678988933563,13.80829906463623,14.39588737487793,13.51450538635254,13.955196380615234,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.332865921517038,1.4429062166734867,1.419663729251699,1.2584914418610014,13.955196380615234,1.2584914418610014,3.2232145877886254e-05,-3.2232145877886254e-05,0.0541141349095983,0.0002700294203617
30,30,30,30,30,30,30,30,2021年10月29日10时10分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.955196380615234,0.1504223197698593,13.51450538635254,14.39588737487793,14.812247276306152,15.481698989868164,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,14.248991012573242,15.424164772033691,13.51450538635254,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1504223197698593,13.955196380615234,14.39588737487793,13.51450538635254,13.955196380615234,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.332865921517038,1.4429062166734867,1.419663729251699,1.258426977359992,13.955196380615234,1.2584269773599919,-1.0462652966225505e-10,1.0462652966225505e-10,0.092540112214829,0.0002700294203617
31,31,31,31,31,31,31,31,2021年10月29日10时10分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.80829906463623,0.152380958199501,13.51450538635254,14.68968105316162,14.754865646362305,15.519953727722168,0.0001840000040829,0.0001840000040829,13.661402702331545,16.158649444580078,14.248991012573242,15.424164772033691,13.51450538635254,14.39588737487793,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.152380958199501,13.80829906463623,14.68968105316162,13.51450538635254,14.10209321975708,0.0,0.204425,0.0,0.0,0.0,0.1468968391418457,0.0001840000040829,0.0001840000040829,1.331637781688761,1.4397196490040938,1.4181101144748576,1.2584269775692454,13.955196380615234,1.2584914418610014,0.0,0.0,0.0937663030538811,0.0002700294203617
32,32,32,32,32,32,32,32,2021年10月29日10时10分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.955196380615234,0.152380958199501,13.51450538635254,14.248991012573242,14.601848602294922,15.462573051452637,0.0001840000040829,0.0001840000040829,13.661402702331545,16.452442169189453,13.955196380615234,15.424164772033691,13.220711708068848,14.39588737487793,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.152380958199501,13.955196380615234,14.248991012573242,13.51450538635254,13.88174819946289,0.0,0.204425,0.0,0.0,0.0,-0.2203450202941894,0.0001840000040829,0.0001840000040829,1.3334868128915385,1.444511699711803,1.4204462022700857,1.258459209234709,14.10209321975708,1.258362514400316,-3.2231479837996346e-05,3.2231479837996346e-05,0.0097722761074177,0.0002700294203617
33,33,33,33,33,33,33,33,2021年10月29日10时11分00秒,1.00379478931427,0.0,-9999,-9999,0.204425,13.80829906463623,0.1527726799249649,13.51450538635254,14.248991012573242,14.65923023223877,15.558207511901855,0.0001840000040829,0.0001840000040829,13.51450538635254,16.158649444580078,14.248991012573242,15.13037109375,13.51450538635254,14.39588737487793,16.305545806884766,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1527726799249649,13.80829906463623,14.248991012573242,13.51450538635254,13.88174819946289,0.0,0.204425,-0.2754319906234741,-0.6480752720552333,0.0292533467359402,0.0,0.0001840000040829,0.0001840000040829,1.258491441442486,1.2867370816001893,1.258491441442486,1.2585236744018844,13.88174819946289,1.2585236744018844,1.611627044151298e-05,0.014610557097528587,0.0798145042841529,0.0002700294203617
34,34,34,34,34,34,34,34,2021年10月29日10时11分20秒,1.0527604818344116,0.0,-9999,-9999,0.204425,13.51450538635254,0.1527726799249649,13.661402702331545,14.39588737487793,14.620975494384766,15.558207511901855,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,13.955196380615234,15.424164772033691,13.220711708068848,14.248991012573242,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.0,0.0,0.1527726799249649,13.51450538635254,14.39588737487793,13.661402702331545,14.028645038604736,0.0,0.204425,0.0,0.0,0.0014401674270629,0.1468968391418457,0.0001840000040829,0.0001840000040829,1.258362514191067,1.2859742463145256,1.258362514191067,1.258588140692391,13.88174819946289,1.258652608315826,0.00014504695775507948,0.015201710123746472,0.1195927538342367,0.029523376156302
35,35,35,35,35,35,35,35,2021年10月29日10时11分40秒,0.9793120622634888,0.7344840168952942,-9999,-9999,0.204425,13.51450538635254,0.1527726799249649,13.51450538635254,14.68968105316162,14.620975494384766,15.558207511901855,0.0001840000040829,0.0001840000040829,13.220711708068848,16.452442169189453,14.248991012573242,15.13037109375,13.51450538635254,14.248991012573242,16.59933853149414,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0288032959489261,0.7344840168952942,1.728197686812457,0.1527726799249649,13.51450538635254,14.68968105316162,13.51450538635254,14.10209321975708,0.0,0.204425,0.7344840168952942,1.728197686812457,-0.0021602476344389,0.0734481811523437,0.0001840000040829,0.0001840000040829,1.3882086241612928,1.5261794467115566,1.479995160082917,1.258555907485174,14.028645038604736,1.258588140692391,3.223314525335752e-05,-0.0003922732489413575,0.08599750748321,0.030963543583365
36,36,36,36,36,36,36,36,2021年10月29日10时12分00秒,1.00379478931427,0.0,-9999,-9999,0.204425,13.80829906463623,0.1527726799249649,13.661402702331545,14.248991012573242,14.620975494384766,15.558207511901855,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,13.955196380615234,15.424164772033691,13.51450538635254,14.39588737487793,16.305545806884766,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1527726799249649,13.80829906463623,14.248991012573242,13.661402702331545,13.955196857452393,0.0,0.204425,-0.7344840168952942,-1.728197686812457,0.0007200802073759,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2584269769414853,1.2863556627192498,1.2584269769414853,1.2584914416517436,14.10209321975708,1.2584269775692454,-0.00011281537329033142,-0.0006072683402411686,0.0432840171663038,0.0288032959489261
37,37,37,37,37,37,37,37,2021年10月29日10时12分20秒,1.0527604818344116,0.0,-9999,-9999,0.204425,13.51450538635254,0.1535561382770538,13.51450538635254,14.39588737487793,14.620975494384766,15.558207511901855,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,13.955196380615234,15.424164772033691,13.220711708068848,14.39588737487793,16.305545806884766,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.0,0.0,0.1535561382770538,13.51450538635254,14.39588737487793,13.51450538635254,13.955196380615234,0.0,0.204425,0.0,0.0,0.0014401674270629,-4.76837158203125e-07,0.0001840000040829,0.0001840000040829,1.258426977359992,1.286355665195465,1.258426977359992,1.2586203744421045,13.955196857452393,1.2586203742328381,1.6116770223284504e-05,0.0010640070469961154,0.0715920993616645,0.029523376156302
38,38,38,38,38,38,38,38,2021年10月29日10时12分40秒,1.00379478931427,0.0,-9999,-9999,0.204425,13.220711708068848,0.1535561382770538,13.661402702331545,14.248991012573242,14.620975494384766,15.558207511901855,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,14.248991012573242,15.424164772033691,13.51450538635254,14.248991012573242,16.59933853149414,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1535561382770538,13.220711708068848,14.248991012573242,13.661402702331545,13.955196857452393,0.0,0.204425,0.0,0.0,-0.0014401674270629,4.76837158203125e-07,0.0001840000040829,0.0001840000040829,1.2584269769414853,1.2863556627192498,1.2584269769414853,1.2587493121463282,13.955196380615234,1.258749312355603,0.00016116739317895146,-0.00016116739317895146,0.1178950080583565,0.030963543583365
39,39,39,39,39,39,39,39,2021年10月29日10时13分00秒,1.00379478931427,0.0,-9999,-9999,0.204425,13.51450538635254,0.1535561382770538,13.661402702331545,14.68968105316162,14.620975494384766,15.558207511901855,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,14.248991012573242,15.13037109375,13.07381534576416,14.39588737487793,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1535561382770538,13.51450538635254,14.68968105316162,13.661402702331545,14.175541877746582,0.0,0.204425,0.0,0.0,0.0,0.2203450202941894,0.0001840000040829,0.0001840000040829,1.2582335922665886,1.2852114110288622,1.2582335922665886,1.2585236744018844,13.955196857452393,1.2586203742328381,0.0,-0.00072008371353145,0.1431282169745689,0.029523376156302
40,40,40,40,40,40,40,40,2021年10月29日10时13分20秒,0.9793120622634888,0.0,-9999,-9999,1.2936100959777832,13.51450538635254,0.1527726799249649,13.661402702331545,14.68968105316162,14.601848602294922,15.558207511901855,0.0001840000040829,0.0001840000040829,13.220711708068848,16.452442169189453,14.248991012573242,15.424164772033691,13.07381534576416,14.39588737487793,16.89313316345215,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0288032959489261,0.0,0.0,0.1527726799249649,13.51450538635254,14.68968105316162,13.661402702331545,14.175541877746582,1.2936100959777832,1.2936100959777832,0.0,0.0,-0.0007200802073759,0.0,0.0001840000040829,0.0001840000040829,1.2582335922665886,1.2852114110288622,1.258722090600484,1.2585236744018844,14.175541877746582,1.2585236744018844,-0.00011281897685933018,-0.0002472211268286198,0.1434020100985478,0.029523376156302
41,41,41,41,41,41,41,41,2021年10月29日10时13分40秒,1.0527604818344116,0.7344840168952942,-9999,-9999,0.204425,13.51450538635254,0.1527726799249649,13.661402702331545,14.68968105316162,14.601848602294922,15.519953727722168,0.0001840000040829,0.0001840000040829,13.661402702331545,16.452442169189453,14.248991012573242,15.424164772033691,13.220711708068848,14.68968105316162,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.7344840168952942,1.728197686812457,0.1527726799249649,13.51450538635254,14.68968105316162,13.661402702331545,14.175541877746582,0.0,0.204425,0.7344840168952942,1.728197686812457,0.0021602476344389,0.0,0.0001840000040829,0.0001840000040829,1.387444743164104,1.5243965565650217,1.4791765959852858,1.2585236744018844,14.175541877746582,1.2585236744018844,-4.834991547686407e-05,0.0007684336290083641,0.055358396737672,0.0288032959489261
42,42,42,42,42,42,42,42,2021年10月29日10时14分00秒,0.8568980693817139,2.203452110290528,-9999,-9999,1.0723466873168943,13.220711708068848,0.1527726799249649,13.661402702331545,14.39588737487793,14.601848602294922,15.558207511901855,0.0001840000040829,0.0001840000040829,13.220711708068848,16.59933853149414,14.248991012573242,15.424164772033691,13.220711708068848,14.39588737487793,16.59933853149414,15.57106113433838,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0252028843935798,2.203452110290528,5.184593200683595,0.1527726799249649,13.220711708068848,14.39588737487793,13.661402702331545,14.028645038604736,1.0723466873168943,1.0723466873168943,1.4689680933952336,3.4563955138711377,-0.0057606591897852,-0.1468968391418457,0.0001840000040829,0.0001840000040829,1.467875952522331,1.635969335341365,1.5000901875362729,1.258717077272531,14.175541877746582,1.258652608315826,6.446695697093219e-05,-0.0018646727346440823,0.0046272723750355,0.030963543583365
43,43,43,43,43,43,43,43,2021年10月29日10时14分20秒,59.6033821105957,155.7106170654297,-9999,-9999,1.0747950077056885,13.220711708068848,0.1535561382770538,13.661402702331545,14.983474731445312,14.601848602294922,15.61559009552002,0.0001840000040829,0.0001840000040829,13.51450538635254,16.452442169189453,14.248991012573242,15.424164772033691,13.220711708068848,14.39588737487793,16.59933853149414,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,1.7530406503116382,155.7106170654297,366.3779225068934,0.1535561382770538,13.220711708068848,14.983474731445312,13.661402702331545,14.322438716888428,1.0747950077056885,1.0747950077056885,153.50716495513916,361.1933293062098,1.7278377659180584,0.2937936782836914,0.0001840000040829,0.0001840000040829,1.8528664912875843,2.1027651371401537,1.8185606526893767,1.9236228408110847,14.028645038604736,1.9239630987692071,0.33271971218366136,0.5283188411804752,0.258532510560606,0.0252028843935798
44,44,44,44,44,44,44,44,2021年10月29日10时14分40秒,65.6016616821289,367.2420349121094,-9999,-9999,1.0735708475112915,13.220711708068848,0.1688334047794342,13.661402702331545,14.68968105316162,15.23304557800293,16.38067626953125,0.0001840000040829,0.0001840000040829,13.661402702331545,16.59933853149414,13.955196380615234,15.424164772033691,13.220711708068848,14.39588737487793,16.59933853149414,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,1.9294606377096737,367.2420349121094,864.0989056755515,0.1688334047794342,13.220711708068848,14.68968105316162,13.661402702331545,14.175541877746582,1.0735708475112915,1.0735708475112915,211.5314178466797,497.7209831686581,0.1764199873980354,-0.1468968391418457,0.0001840000040829,0.0001840000040829,1.9834239973304748,2.2421641069441747,1.9189769226914368,2.015115737915039,14.322438716888428,2.0150794982910156,0.3782134449875947,0.5739154316704522,0.0291350932965723,1.7530406503116382
45,45,45,45,45,45,45,45,2021年10月29日10时15分00秒,68.58856964111328,492.1043090820313,-9999,-9999,1.0735708475112915,12.926918983459473,0.206830695271492,13.955196380615234,14.39588737487793,16.935367584228516,16.571949005126953,0.0001840000040829,0.0001840000040829,13.220711708068848,16.452442169189453,14.248991012573242,15.717958450317385,13.51450538635254,14.68968105316162,16.305545806884766,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,2.017310871797449,492.1043090820313,1157.8924919577207,0.206830695271492,12.926918983459473,14.39588737487793,13.955196380615234,14.175541877746582,1.0735708475112915,1.0735708475112915,124.86227416992192,293.79358628216926,0.0878502340877758,0.0,0.0001840000040829,0.0001840000040829,2.042157367632272,2.299828366787975,1.9656238549947769,2.0283241271972656,14.175541877746582,2.0283241271972656,0.05218051421402925,0.07995459652887635,0.0950945277717281,1.9294606377096737
46,46,46,46,46,46,46,46,2021年10月29日10时15分20秒,68.80891418457031,499.4491271972656,-9999,-9999,1.0747950077056885,12.926918983459473,0.2409107685089111,14.248991012573242,14.983474731445312,17.27965545654297,16.361549377441406,0.0001840000040829,0.0001840000040829,13.661402702331545,16.59933853149414,13.955196380615234,15.424164772033691,13.220711708068848,14.39588737487793,16.59933853149414,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,2.023791593663833,499.4491271972656,1175.1744169347426,0.2409107685089111,12.926918983459473,14.983474731445312,14.248991012573242,14.616232872009276,1.0747950077056885,1.0747950077056885,7.344818115234318,17.281924977021927,0.0064807218663833,0.4406909942626953,0.0001840000040829,0.0001840000040829,2.0421680500127204,2.2912706847670785,1.9674542813080744,2.029030561447144,14.175541877746582,2.02896785736084,0.006944179534912109,0.040221298442167444,0.2606909562713859,2.017310871797449
47,47,47,47,47,47,47,47,2021年10月29日10时15分40秒,70.81649780273438,622.8424682617188,-9999,-9999,1.0747950077056885,12.926918983459473,0.2667646110057831,14.248991012573242,14.983474731445312,16.897111892700195,16.610204696655273,0.0001840000040829,0.0001840000040829,13.51450538635254,16.59933853149414,14.248991012573242,15.13037109375,13.51450538635254,14.39588737487793,16.59933853149414,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,2.082838170668658,622.8424682617188,1465.5116900275736,0.2667646110057831,12.926918983459473,14.983474731445312,14.248991012573242,14.616232872009276,1.0747950077056885,1.0747950077056885,123.39334106445312,290.3372730928309,0.0590465770048251,0.0,0.0001840000040829,0.0001840000040829,2.0945006408640934,2.3410663135069414,2.006789704726442,2.035851001739502,14.616232872009276,2.035851001739502,0.003763437271118164,0.029000212164486033,0.1205690510833488,2.023791593663833
48,48,48,48,48,48,48,48,2021年10月29日10时16分00秒,72.08960723876953,699.9632568359375,-9999,-9999,1.0747950077056885,13.220711708068848,0.317297101020813,14.39588737487793,14.983474731445312,17.088382720947266,16.476314544677734,0.0001840000040829,0.0001840000040829,13.661402702331545,16.59933853149414,13.955196380615234,15.717958450317385,13.51450538635254,14.68968105316162,16.89313316345215,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,2.120282565846163,699.9632568359375,1646.9723690257354,0.317297101020813,13.220711708068848,14.983474731445312,14.39588737487793,14.68968105316162,1.0747950077056885,1.0747950077056885,77.12078857421875,181.46067899816177,0.0374443951775047,0.0734481811523437,0.0001840000040829,0.0001840000040829,2.12488833539116,2.368023731946163,2.027736466457962,2.037492752075196,14.616232872009276,2.0374913215637207,0.00426173210144043,0.04398375398972447,0.0961697508709829,2.082838170668658
49,49,49,49,49,49,49,49,2021年10月29日10时16分20秒,72.04064178466797,713.91845703125,-9999,-9999,1.0735708475112915,13.80829906463623,0.3603868186473846,14.68968105316162,15.13037109375,16.954492568969727,16.45718765258789,0.0001840000040829,0.0001840000040829,13.661402702331545,16.59933853149414,13.955196380615234,15.717958450317385,13.220711708068848,14.68968105316162,16.305545806884766,15.86485481262207,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,2.118842405431411,713.91845703125,1679.8081341911766,0.3603868186473846,13.80829906463623,15.13037109375,14.68968105316162,14.91002607345581,1.0735708475112915,1.0735708475112915,13.9552001953125,32.835765165441174,-0.0014401604147518,0.2203450202941894,0.0001840000040829,0.0001840000040829,2.128719768294556,2.367301779008608,2.027598994500659,2.037569522857666,14.68968105316162,2.037564516067505,0.0008567571640014648,0.017145360217374984,0.1433828530698271,2.120282565846163
